Project  Name,Floor,product_id,Status ,Bedrooms,Bathrooms,View Orientation,Size per m sqaured,Initial Price (posted) in UF Chileno,Initial Price per m squared,Sold Price in UF Chileno,Sold Price per m squared,Region,Date
MIRADOR DE LA RECOLETA,8,806,Sold,3,2,SE,78,2880,36.92,2880,36.92,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,8,807,Sold,2,2,S,49,2471,50.43,2471,50.43,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,8,808,Sold,2,2,S,59,2700,45.76,2700,45.76,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,8,809,Sold,3,2,SW,78,3200,41.03,3200,41.03,Santiago,1/4/2019
VISTA PACIFICO,8,801,Available,4,4,N,133,9953,74.83,9953,74.83,Norte,4/21/2022 16:54
VISTA PACIFICO,8,802,Available,4,3,NW,147,11600,78.91,11600,78.91,Norte,4/2/2022 10:47
VISTA PACIFICO,8,803,Available,4,3,SW,147,10846,73.78,,,Norte,
VISTA PACIFICO,8,804,Available,4,4,S,133,9452,71.07,,,Norte,
VISTA PACIFICO,8,805,Available,4,4,SE,145,10429,71.92,10429,71.92,Norte,3/9/2022 16:57
VISTA PACIFICO,8,806,Available,4,4,NE,145,10799,74.48,10799,74.48,Norte,3/13/2022 17:08
ARQ. SAN MIGUEL,7,701,Sold,2,2,NW,80,2370,29.63,2370,29.63,Santiago,2/14/2019
ARQ. SAN MIGUEL,7,702,Sold,2,2,NE,80,2717,33.96,2717,33.96,Santiago,2/14/2019
ARQ. SAN MIGUEL,7,703,Sold,2,2,E,73,2569,35.19,2569,35.19,Santiago,2/14/2019
ARQ. SAN MIGUEL,7,704,Sold,2,2,SE,80,3469,43.36,3469,43.36,Santiago,2/14/2019
ARQ. SAN MIGUEL,7,705,Sold,2,2,SW,80,2498,31.23,2498,31.23,Santiago,2/15/2019
ARQ. SAN MIGUEL,7,706,Sold,2,2,W,73,2374,32.52,2374,32.52,Santiago,2/15/2019
CONDOMINIO GRAN PACIFICIO TORRE 4,7,701,Available,4,3,SE,99,6478,65.43,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,7,702,Available,2,2,SW,60,4228,70.47,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,7,703,Available,4,3,NW,105,7304,69.56,7304,69.56,Santiago,10/23/2022 17:02
CONDOMINIO GRAN PACIFICIO TORRE 4,7,704,Available,4,3,NE,99,6478,65.43,6478,65.43,Santiago,10/23/2022 15:35
CONDOMINIO GRAN PACÍFICO TORRE 2,7,701,Sold,3,2,SW,92,5016,54.52,5016,54.52,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,7,702,Sold,3,2,NW,92,4938,53.67,4938,53.67,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,7,703,Sold,3,2,NE,90,4654,51.71,4654,51.71,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,7,704,Sold,3,2,SE,90,4310,47.89,4310,47.89,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 3,7,701,Sold,3,2,SW,88,5415,61.53,5415,61.53,Norte,3/23/2022
CONDOMINIO GRAN PACÍFICO TORRE 3,7,702,Available,3,2,NW,88,5735,65.17,5735,65.17,Norte,10/29/2022 12:29
CONDOMINIO GRAN PACÍFICO TORRE 3,7,703,Available,3,2,NE,87,5614,64.53,5614,64.53,Norte,10/29/2022 12:35
CONDOMINIO GRAN PACÍFICO TORRE 3,7,704,Available,3,2,SE,87,5614,64.53,5614,64.53,Norte,10/2/2022 7:55
COSTANERA HUAYQUIQUE ETAPA II,7,701,Available,3,2,NENW,99,6415,64.8,6415,64.8,Norte,10/7/2022 16:51
COSTANERA HUAYQUIQUE ETAPA II,7,702,Available,3,2,W,91,5718,62.84,5718,62.84,Norte,11/1/2022 18:15
COSTANERA HUAYQUIQUE ETAPA II,7,703,Available,3,2,W,91,5830,64.07,5830,64.07,Norte,10/28/2022 21:49
COSTANERA HUAYQUIQUE ETAPA II,7,704,Sold,4,3,SESW,115,5491,47.75,5491,47.75,Norte,6/9/2021
COSTANERA HUAYQUIQUE ETAPA II,7,705,Sold,1,1,E,43,2296,53.4,2296,53.4,Norte,4/26/2021
COSTANERA HUAYQUIQUE I,7,701,Sold,3,2,NW,98,3508,35.8,3508,35.8,Norte,1/24/2019
COSTANERA HUAYQUIQUE I,7,702,Sold,2,2,W,80,3600,45,3600,45,Norte,1/24/2019
COSTANERA HUAYQUIQUE I,7,703,Sold,2,2,W,80,3806,47.58,3806,47.58,Norte,10/29/2020
COSTANERA HUAYQUIQUE I,7,704,Sold,3,2,SW,98,3619,36.93,3619,36.93,Norte,1/24/2019
EDIFICIO CALICHE,7,704,Sold,3,2,SW,89,4450,50,4450,50,Santiago,12/13/2018
EDIFICIO CALICHE,7,705,Sold,2,2,N,50,2750,55,2750,55,Santiago,12/13/2018
EDIFICIO CALICHE,7,710,Sold,2,2,NEW,67,3526,52.63,3526,52.63,Santiago,12/13/2018
EDIFICIO CALICHE,7,711,Sold,3,2,NSE,91,4646,51.05,4646,51.05,Santiago,12/13/2018
EDIFICIO CURIÑANCA,7,701,Available,3,2,WSE,72,4526,62.86,4526,62.86,Santiago,6/16/2022 23:24
EDIFICIO CURIÑANCA,7,702,Sold,2,2,W,50,2990,59.8,2990,59.8,Santiago,11/30/2020
EDIFICIO CURIÑANCA,7,703,Sold,2,1,W,41,2803,68.37,2803,68.37,Santiago,5/17/2021
EDIFICIO CURIÑANCA,7,704,Available,3,2,WNE,72,4595,63.82,4595,63.82,Santiago,5/24/2022 16:48
EDIFICIO CURIÑANCA,7,705,Sold,2,2,E,58,3209,55.33,3209,55.33,Santiago,11/2/2021
EDIFICIO CURIÑANCA,7,706,Sold,2,1,E,45,3013,66.96,3013,66.96,Santiago,12/14/2020
EDIFICIO CURIÑANCA,7,707,Sold,2,2,E,58,3290,56.72,3290,56.72,Santiago,8/12/2020
EDIFICIO DAVID ARELLANO,7,701,Available,1,1,W,33,2760,83.64,2760,83.64,Santiago,10/24/2022 13:51
EDIFICIO DAVID ARELLANO,7,702,Available,2,2,N,57,3608,63.3,3608,63.3,Santiago,6/29/2022 21:33
EDIFICIO DAVID ARELLANO,7,703,Available,2,2,N,57,3480,61.05,3480,61.05,Santiago,10/25/2022 16:18
EDIFICIO DAVID ARELLANO,7,704,Available,2,2,N,66,3897,59.05,3897,59.05,Santiago,6/29/2022 21:33
EDIFICIO DAVID ARELLANO,7,705,Available,2,2,NE,63,3730,59.21,3730,59.21,Santiago,9/9/2022 16:15
EDIFICIO DAVID ARELLANO,7,706,Available,2,2,SE,53,3196,60.3,3196,60.3,Santiago,9/2/2022 1:53
EDIFICIO DAVID ARELLANO,7,707,Available,1,1,S,34,2865,84.26,2865,84.26,Santiago,6/24/2022 23:49
EDIFICIO DAVID ARELLANO,7,708,Available,2,2,SE,55,3763,68.42,3763,68.42,Santiago,8/29/2022 16:13
EDIFICIO DAVID ARELLANO,7,709,Available,3,2,SW,64,4632,72.38,4632,72.38,Santiago,10/31/2022 17:05
EDIFICIO DE LA RECOLETA URBANO,7,701,Sold,1,1,W,35,1236,35.31,1236,35.31,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,702,Sold,1,1,W,35,1240,35.43,1240,35.43,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,703,Sold,2,2,NW,65,2731,42.02,2731,42.02,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,704,Sold,2,2,NE,64,2376,37.13,2376,37.13,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,705,Sold,1,1,E,24,990,41.25,990,41.25,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,706,Sold,1,1,E,35,1750,50,1750,50,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,707,Sold,1,1,E,35,1751,50.03,1751,50.03,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,708,Sold,1,1,E,35,1319,37.69,1319,37.69,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,709,Sold,1,1,E,35,1850,52.86,1850,52.86,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,710,Sold,2,2,SE,59,2436,41.29,2436,41.29,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,711,Sold,2,2,S,60,2110,35.17,2110,35.17,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,712,Sold,2,2,S,57,2088,36.63,2088,36.63,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,713,Sold,2,2,S,59,2040,34.58,2040,34.58,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,714,Sold,2,2,N,59,2116,35.86,2116,35.86,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,7,715,Sold,2,2,N,57,2709,47.53,2709,47.53,Santiago,3/12/2019
EDIFICIO EL CONQUISTADOR,7,701,Sold,2,2,E,63,3182,50.51,3182,50.51,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,702,Sold,1,1,E,29,1549,53.41,1549,53.41,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,703,Sold,1,1,W,29,1590,54.83,1590,54.83,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,704,Sold,2,2,W,61,3010,49.34,3010,49.34,Santiago,1/7/2019
EDIFICIO EL CONQUISTADOR,7,705,Sold,2,2,W,61,3020,49.51,3020,49.51,Santiago,1/7/2019
EDIFICIO EL CONQUISTADOR,7,706,Sold,2,1,SW,59,2739,46.42,2739,46.42,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,707,Sold,1,1,S,44,2057,46.75,2057,46.75,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,708,Sold,1,1,S,48,2214,46.13,2214,46.13,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,709,Sold,1,1,S,27,1660,61.48,1660,61.48,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,710,Sold,1,1,S,27,1660,61.48,1660,61.48,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,711,Sold,1,1,S,27,1660,61.48,1660,61.48,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,712,Sold,1,1,S,27,1505,55.74,1505,55.74,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,713,Sold,1,1,W,42,1940,46.19,1940,46.19,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,714,Sold,1,1,E,48,2244,46.75,2244,46.75,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,715,Sold,1,1,N,29,1600,55.17,1600,55.17,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,716,Sold,1,1,N,29,1572,54.21,1572,54.21,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,717,Sold,1,1,N,29,1700,58.62,1700,58.62,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,718,Sold,1,1,N,29,1660,57.24,1660,57.24,Santiago,1/23/2019
EDIFICIO EL CONQUISTADOR,7,719,Sold,1,1,N,51,2384,46.75,2384,46.75,Santiago,1/23/2019
EDIFICIO INES DE SUAREZ,7,701,Available,3,2,NE,73,4412,60.44,4412,60.44,Santiago,10/23/2022 7:11
EDIFICIO INES DE SUAREZ,7,702,Sold,2,1,N,48,2859,59.56,2859,59.56,Santiago,12/9/2019
EDIFICIO INES DE SUAREZ,7,703,Sold,2,1,N,48,2913,60.69,2913,60.69,Santiago,1/27/2020
EDIFICIO INES DE SUAREZ,7,704,Sold,2,2,N,51,2980,58.43,2980,58.43,Santiago,7/5/2021
EDIFICIO INES DE SUAREZ,7,705,Available,3,2,NW,70,4103,58.61,4103,58.61,Santiago,10/30/2022 12:24
EDIFICIO INES DE SUAREZ,7,706,Available,3,2,SW,70,4206,60.09,4206,60.09,Santiago,10/24/2022 11:43
EDIFICIO INES DE SUAREZ,7,707,Sold,2,2,S,51,2767,54.25,2767,54.25,Santiago,3/19/2019
EDIFICIO INES DE SUAREZ,7,708,Sold,2,1,S,49,2784,56.82,2784,56.82,Santiago,10/2/2019
EDIFICIO INES DE SUAREZ,7,709,Sold,2,1,S,49,2784,56.82,2784,56.82,Santiago,10/2/2019
EDIFICIO INES DE SUAREZ,7,710,Sold,3,2,SE,73,4249,58.21,4249,58.21,Santiago,10/18/2019
EDIFICIO PARQUE HIPODROMO,7,707,Available,3,2,SW,70,5296,75.66,5296,75.66,Santiago,10/13/2022 12:04
EDIFICIO PARQUE HIPODROMO,7,709,Available,3,2,NW,70,5296,75.66,5296,75.66,Santiago,9/28/2022 17:09
EDIFICIO SAN CRISTÓBAL,7,701,Promised,3,2,SW,82,4946,60.32,4946,60.32,Santiago,4/5/2021 23:59
EDIFICIO SAN CRISTÓBAL,7,702,Available,3,2,SE,81,4969,61.35,4969,61.35,Santiago,10/31/2022 13:13
EDIFICIO SAN CRISTÓBAL,7,703,Available,1,1,E,30,2356,78.53,2356,78.53,Santiago,9/13/2022 0:16
EDIFICIO SAN CRISTÓBAL,7,704,Available,1,1,E,30,2407,80.23,2407,80.23,Santiago,10/14/2022 13:30
EDIFICIO SAN CRISTÓBAL,7,705,Available,3,2,NE,73,4835,66.23,4835,66.23,Santiago,10/23/2022 13:21
EDIFICIO SAN CRISTÓBAL,7,706,Available,3,2,NW,82,4866,59.34,4866,59.34,Santiago,3/15/2022 16:02
EDIFICIO SAN IGNACIO,7,701,Sold,2,2,NE,64,3350,52.34,3350,52.34,Santiago,1/28/2019
EDIFICIO SAN IGNACIO,7,702,Sold,2,1,N,49,2794,57.02,2794,57.02,Santiago,3/8/2019
EDIFICIO SAN IGNACIO,7,703,Sold,2,2,N,56,3020,53.93,3020,53.93,Santiago,8/17/2018
EDIFICIO SAN IGNACIO,7,704,Sold,2,2,NW,64,3427,53.55,3427,53.55,Santiago,3/18/2019
EDIFICIO SAN IGNACIO,7,705,Sold,2,2,SW,64,3190,49.84,3190,49.84,Santiago,5/16/2019
EDIFICIO SAN IGNACIO,7,706,Sold,2,2,S,55,2979,54.16,2979,54.16,Santiago,3/4/2019
EDIFICIO SAN IGNACIO,7,707,Sold,2,1,S,47,2475,52.66,2475,52.66,Santiago,1/4/2019
EDIFICIO SAN IGNACIO,7,708,Sold,2,2,SE,64,3479,54.36,3479,54.36,Santiago,2/8/2019
EdificioTerraza Vivaceta,7,701,Available,3,2,NE,70,4979,71.13,4979,71.13,Santiago,7/13/2022 14:54
EdificioTerraza Vivaceta,7,702,Available,2,1,N,50,3577,71.54,3577,71.54,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,7,703,Available,2,1,N,50,3577,71.54,3577,71.54,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,7,704,Available,2,1,N,49,3577,73,3577,73,Santiago,7/13/2022 13:49
EdificioTerraza Vivaceta,7,705,Available,2,1,N,49,3577,73,3577,73,Santiago,7/13/2022 13:49
EdificioTerraza Vivaceta,7,706,Available,2,1,N,50,3577,71.54,3577,71.54,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,7,707,Available,2,1,N,50,3577,71.54,3577,71.54,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,7,708,Available,2,1,N,55,3778,68.69,3778,68.69,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,7,709,Available,2,2,N,64,4206,65.72,4206,65.72,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,7,710,Available,2,2,S,64,4206,65.72,4206,65.72,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,7,711,Available,2,1,S,55,3985,72.45,3985,72.45,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,7,712,Available,2,1,S,48,3856,80.33,3856,80.33,Santiago,7/13/2022 13:49
EdificioTerraza Vivaceta,7,713,Available,2,2,S,57,4093,71.81,4093,71.81,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,7,714,Available,2,2,S,57,4093,71.81,4093,71.81,Santiago,7/13/2022 14:38
EdificioTerraza Vivaceta,7,715,Available,2,2,S,57,4093,71.81,4093,71.81,Santiago,7/13/2022 14:38
EdificioTerraza Vivaceta,7,716,Available,2,2,S,57,4093,71.81,4093,71.81,Santiago,7/13/2022 14:38
EdificioTerraza Vivaceta,7,717,Available,2,2,S,57,4093,71.81,4093,71.81,Santiago,7/13/2022 14:38
EdificioTerraza Vivaceta,7,718,Available,3,2,SE,70,4979,71.13,4979,71.13,Santiago,9/22/2022 18:38
GRAN PACIFICO IV,7,701,Available,2,2,NW,60,3913,65.22,3913,65.22,Santiago,3/6/2020 14:59
GRAN PACIFICO IV,7,702,Available,1,1,W,44,3348,76.09,3348,76.09,Santiago,9/28/2021 14:29
GRAN PACIFICO IV,7,703,Available,2,2,SW,60,3750,62.5,3750,62.5,Santiago,4/1/2022 15:41
GRAN PACIFICO IV,7,704,Available,4,3,SE,97,5978,61.63,5978,61.63,Santiago,3/1/2022 0:56
GRAN PACIFICO IV,7,705,Available,4,3,NE,97,6141,63.31,6141,63.31,Santiago,3/1/2022 0:56
MIRADOR DE LA RECOLETA,7,701,Sold,3,2,NW,78,3097,39.71,3097,39.71,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,7,702,Sold,2,2,N,60,2745,45.75,2745,45.75,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,7,703,Sold,1,1,N,40,2218,55.45,2218,55.45,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,7,704,Sold,2,2,N,60,2948,49.13,2948,49.13,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,7,705,Sold,3,2,NE,78,4334,55.56,4334,55.56,Santiago,1/3/2019
MIRADOR DE LA RECOLETA,7,706,Sold,3,2,SE,78,2852,36.56,2852,36.56,Santiago,1/3/2019
MIRADOR DE LA RECOLETA,7,707,Sold,2,2,S,49,1737,35.45,1737,35.45,Santiago,1/3/2019
MIRADOR DE LA RECOLETA,7,708,Sold,2,2,S,59,2701,45.78,2701,45.78,Santiago,1/3/2019
MIRADOR DE LA RECOLETA,7,709,Sold,3,2,SW,78,3556,45.59,3556,45.59,Santiago,1/3/2019
VISTA PACIFICO,7,701,Available,4,4,N,133,9849,74.05,9849,74.05,Norte,3/15/2022 16:34
VISTA PACIFICO,7,702,Available,4,3,NW,147,11541,78.51,11541,78.51,Norte,4/14/2022 17:46
VISTA PACIFICO,7,703,Available,4,3,SW,147,10787,73.38,10787,73.38,Norte,4/21/2022 16:50
VISTA PACIFICO,7,704,Available,4,4,S,133,9354,70.33,9354,70.33,Norte,4/14/2022 13:07
VISTA PACIFICO,7,705,Available,4,4,SE,145,10370,71.52,,,Norte,
VISTA PACIFICO,7,706,Available,4,4,NE,145,10692,73.74,10692,73.74,Norte,4/7/2022 13:04
ARQ. SAN MIGUEL,6,601,Sold,2,2,NW,80,2646,33.08,2646,33.08,Santiago,2/14/2019
ARQ. SAN MIGUEL,6,602,Sold,2,2,NE,80,2750,34.38,2750,34.38,Santiago,2/14/2019
ARQ. SAN MIGUEL,6,603,Sold,2,2,E,73,2382,32.63,2382,32.63,Santiago,2/14/2019
ARQ. SAN MIGUEL,6,604,Sold,2,2,SE,80,2409,30.11,2409,30.11,Santiago,2/14/2019
ARQ. SAN MIGUEL,6,605,Sold,2,2,SW,80,2523,31.54,2523,31.54,Santiago,2/14/2019
ARQ. SAN MIGUEL,6,606,Sold,2,2,W,73,2323,31.82,2323,31.82,Santiago,2/14/2019
CONDOMINIO GRAN PACIFICIO TORRE 4,6,601,Available,4,3,SE,99,6457,65.22,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,6,602,Available,2,2,SW,60,4207,70.12,4207,70.12,Santiago,11/1/2022 12:27
CONDOMINIO GRAN PACIFICIO TORRE 4,6,603,Available,4,3,NW,105,7283,69.36,7283,69.36,Santiago,8/27/2022 14:00
CONDOMINIO GRAN PACIFICIO TORRE 4,6,604,Available,4,3,NE,99,6457,65.22,6457,65.22,Santiago,10/8/2022 20:24
CONDOMINIO GRAN PACÍFICO TORRE 2,6,601,Sold,3,2,SW,92,4300,46.74,4300,46.74,Norte,6/19/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,6,602,Sold,3,2,NW,92,4391,47.73,4391,47.73,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,6,603,Sold,3,2,NE,90,4525,50.28,4525,50.28,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,6,604,Sold,3,2,SE,90,4441,49.34,4441,49.34,Norte,7/5/2021
CONDOMINIO GRAN PACÍFICO TORRE 3,6,601,Sold,3,2,SW,88,5394,61.3,5394,61.3,Norte,1/15/2022
CONDOMINIO GRAN PACÍFICO TORRE 3,6,602,Available,3,2,NW,88,6029,68.51,6029,68.51,Norte,10/8/2022 20:20
CONDOMINIO GRAN PACÍFICO TORRE 3,6,603,Available,3,2,NE,87,5593,64.29,5593,64.29,Norte,10/8/2022 17:47
CONDOMINIO GRAN PACÍFICO TORRE 3,6,604,Available,3,2,SE,87,5593,64.29,5593,64.29,Norte,10/2/2022 7:55
COSTANERA HUAYQUIQUE ETAPA II,6,601,Available,3,2,NENW,99,6156,62.18,6156,62.18,Norte,10/26/2022 12:09
COSTANERA HUAYQUIQUE ETAPA II,6,602,Sold,3,2,W,91,4994,54.88,4994,54.88,Norte,9/30/2021
COSTANERA HUAYQUIQUE ETAPA II,6,603,Available,3,2,W,91,5791,63.64,5791,63.64,Norte,10/31/2022 13:13
COSTANERA HUAYQUIQUE ETAPA II,6,604,Sold,4,3,SESW,115,5430,47.22,5430,47.22,Norte,6/9/2021
COSTANERA HUAYQUIQUE ETAPA II,6,605,Sold,1,1,E,43,2190,50.93,2190,50.93,Norte,12/15/2020
COSTANERA HUAYQUIQUE I,6,601,Sold,3,2,NW,98,3413,34.83,3413,34.83,Norte,1/24/2019
COSTANERA HUAYQUIQUE I,6,602,Sold,2,2,W,80,3750,46.88,3750,46.88,Norte,1/24/2019
COSTANERA HUAYQUIQUE I,6,603,Sold,2,2,W,80,3806,47.58,3806,47.58,Norte,9/14/2020
COSTANERA HUAYQUIQUE I,6,604,Sold,3,2,SW,98,3369,34.38,3369,34.38,Norte,1/24/2019
EDIFICIO CALICHE,6,603,Sold,2,2,W,43,2794,64.98,2794,64.98,Santiago,7/15/2019
EDIFICIO CALICHE,6,604,Sold,3,2,SW,89,4544,51.06,4544,51.06,Santiago,12/13/2018
EDIFICIO CALICHE,6,605,Sold,2,2,N,50,2696,53.92,2696,53.92,Santiago,12/13/2018
EDIFICIO CALICHE,6,608,Sold,2,2,NE,44,2794,63.5,2794,63.5,Santiago,6/19/2019
EDIFICIO CALICHE,6,609,Sold,2,2,SE,47,3005,63.94,3005,63.94,Santiago,9/25/2019
EDIFICIO CURIÑANCA,6,601,Available,3,2,WSE,72,4505,62.57,4505,62.57,Santiago,10/1/2022 7:37
EDIFICIO CURIÑANCA,6,602,Sold,2,2,W,50,2998,59.96,2998,59.96,Santiago,5/19/2020
EDIFICIO CURIÑANCA,6,603,Sold,2,1,W,41,2801,68.32,2801,68.32,Santiago,3/21/2022
EDIFICIO CURIÑANCA,6,604,Sold,3,2,WNE,72,4275,59.38,4275,59.38,Santiago,9/27/2019
EDIFICIO CURIÑANCA,6,605,Sold,2,2,E,58,3199,55.16,3199,55.16,Santiago,8/12/2020
EDIFICIO CURIÑANCA,6,606,Sold,2,1,E,45,2950,65.56,2950,65.56,Santiago,8/10/2021
EDIFICIO CURIÑANCA,6,607,Sold,2,2,E,58,3200,55.17,3200,55.17,Santiago,2/4/2021
EDIFICIO DAVID ARELLANO,6,601,Available,1,1,W,33,2719,82.39,2719,82.39,Santiago,6/24/2022 23:49
EDIFICIO DAVID ARELLANO,6,602,Promised,2,2,N,57,3285,57.63,3285,57.63,Santiago,9/7/2021 23:59
EDIFICIO DAVID ARELLANO,6,603,Available,2,2,N,57,3567,62.58,3567,62.58,Santiago,10/27/2022 18:14
EDIFICIO DAVID ARELLANO,6,604,Available,2,2,N,66,3876,58.73,3876,58.73,Santiago,9/30/2022 14:34
EDIFICIO DAVID ARELLANO,6,605,Available,2,2,NE,63,3825,60.71,3825,60.71,Santiago,5/4/2022 14:30
EDIFICIO DAVID ARELLANO,6,606,Available,2,2,SE,53,3080,58.11,3080,58.11,Santiago,11/1/2022 15:45
EDIFICIO DAVID ARELLANO,6,607,Available,1,1,S,34,2823,83.03,2823,83.03,Santiago,10/20/2022 19:16
EDIFICIO DAVID ARELLANO,6,608,Available,2,2,SE,55,3789,68.89,3789,68.89,Santiago,9/25/2022 12:45
EDIFICIO DAVID ARELLANO,6,609,Available,3,2,SW,64,4600,71.88,4600,71.88,Santiago,10/27/2022 18:14
EDIFICIO DE LA RECOLETA URBANO,6,601,Sold,1,1,W,35,1227,35.06,1227,35.06,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,602,Sold,1,1,W,35,1670,47.71,1670,47.71,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,603,Sold,2,2,NW,65,2300,35.38,2300,35.38,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,604,Sold,2,2,NE,64,2298,35.91,2298,35.91,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,605,Sold,1,1,E,24,1000,41.67,1000,41.67,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,606,Sold,1,1,E,35,1348,38.51,1348,38.51,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,607,Sold,1,1,E,35,1275,36.43,1275,36.43,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,608,Sold,1,1,E,35,1384,39.54,1384,39.54,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,609,Sold,1,1,E,35,1325,37.86,1325,37.86,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,610,Sold,2,2,SE,59,2617,44.36,2617,44.36,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,611,Sold,2,2,S,60,2110,35.17,2110,35.17,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,612,Sold,2,2,S,57,1960,34.39,1960,34.39,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,613,Sold,2,2,S,59,2340,39.66,2340,39.66,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,614,Sold,2,2,N,59,2141,36.29,2141,36.29,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,6,615,Sold,2,2,N,57,1963,34.44,1963,34.44,Santiago,3/12/2019
EDIFICIO EL CONQUISTADOR,6,310,Sold,1,1,S,53,3140,59.25,3140,59.25,Santiago,7/20/2022
EDIFICIO EL CONQUISTADOR,6,601,Sold,2,2,E,63,3241,51.44,3241,51.44,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,6,602,Sold,1,1,E,29,1571,54.17,1571,54.17,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,6,603,Sold,1,1,W,29,1521,52.45,1521,52.45,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,6,604,Sold,2,2,W,61,3000,49.18,3000,49.18,Santiago,7/25/2022
EDIFICIO EL CONQUISTADOR,6,605,Sold,2,2,W,61,3010,49.34,3010,49.34,Santiago,1/7/2019
EDIFICIO EL CONQUISTADOR,6,606,Sold,2,1,SW,59,2683,45.47,2683,45.47,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,6,607,Sold,1,1,S,44,2075,47.16,2075,47.16,Santiago,1/22/2019
